file,type,line,frame
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/single-spa/spec/apps/delayed-start/delayed-start.spec.js,Duplicate Assert,"{'line': 41, 'column': 4, 'index': 1126}","  39 |     // Before fixing https://github.com/single-spa/single-spa/issues/555,
  40 |     // this assertion failed - status was NOT_BOOTSTRAPPED
> 41 |     expect(singleSpa.getAppStatus(""delayed-start"")).toBe(singleSpa.MOUNTED);
     |    ^ Duplicate Assert
  42 |   });
  43 | });
  44 |"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/single-spa/spec/apis/timeout-apis.spec.js,Conditional Test Logic,"{'line': 159, 'column': 4, 'index': 5125}","  157 |     expect(consoleWarnSpy).toHaveBeenCalled();
  158 |     const found = consoleWarnSpy.mock.calls.some((call) => call[0] === message);
> 159 |     if (!found) {
      |    ^ Conditional Test Logic
  160 |       expect(consoleWarnSpy).toHaveBeenCalledWith(message);
  161 |     }
  162 |   }"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/single-spa/spec/apis/timeout-apis.spec.js,Conditional Test Logic,"{'line': 167, 'column': 4, 'index': 5374}","  165 |     expect(consoleErrSpy).toHaveBeenCalled();
  166 |     const found = consoleErrSpy.mock.calls.some((call) => call[0] === message);
> 167 |     if (!found) {
      |    ^ Conditional Test Logic
  168 |       expect(consoleErrSpy).toHaveBeenCalledWith(message);
  169 |     }
  170 |   }"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/single-spa/spec/apis/single-spa-events-api.spec.js,Conditional Test Logic,"{'line': 114, 'column': 8, 'index': 2964}","  112 |       // If the counterFn had been called thrice, it means all listener be invoked.
  113 |       function doneIfAllListenerHadBeenInvoked() {
> 114 |         if (counterFn.mock.calls.length === 3) {
      |        ^ Conditional Test Logic
  115 |           process.off(""uncaughtException"", errHandler);
  116 |           finish();
  117 |         }"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/single-spa/spec/apis/single-spa-events-api.spec.js,Conditional Test Logic,"{'line': 515, 'column': 8, 'index': 16281}","  513 |         expect(evt.detail.newUrl).toBe(""http://localhost/#/russell"");
  514 |
> 515 |         if (new URL(evt.detail.newUrl).hash === ""#/russell"") {
      |        ^ Conditional Test Logic
  516 |           evt.detail.cancelNavigation();
  517 |         }
  518 |       };"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/single-spa/spec/apis/single-spa-events-api.spec.js,Conditional Test Logic,"{'line': 559, 'column': 8, 'index': 17694}","  557 |         expect(evt.detail.newUrl).toBe(""http://localhost/cancel-pushstate"");
  558 |
> 559 |         if (new URL(evt.detail.newUrl).pathname === ""/cancel-pushstate"") {
      |        ^ Conditional Test Logic
  560 |           evt.detail.cancelNavigation();
  561 |         }
  562 |       };"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/single-spa/spec/apis/event-listeners.spec.js,Conditional Test Logic,"{'line': 11, 'column': 6, 'index': 343}","   9 |
  10 |     function hashchange() {
> 11 |       if (window.location.hash === ""#/a-new-hash"") hashchangeCalled = true;
     |      ^ Conditional Test Logic
  12 |
  13 |       checkTestComplete();
  14 |     }"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/single-spa/spec/apis/event-listeners.spec.js,Conditional Test Logic,"{'line': 17, 'column': 6, 'index': 480}","  15 |
  16 |     function popstate() {
> 17 |       if (window.location.hash === ""#/a-new-hash"") popstateCalled = true;
     |      ^ Conditional Test Logic
  18 |
  19 |       checkTestComplete();
  20 |     }"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/single-spa/spec/apis/event-listeners.spec.js,Conditional Test Logic,"{'line': 28, 'column': 6, 'index': 775}","  26 |
  27 |     function checkTestComplete() {
> 28 |       if (isIE()) {
     |      ^ Conditional Test Logic
  29 |         // https://developer.microsoft.com/en-us/microsoft-edge/platform/issues/3740423/
  30 |         cleanupAndFinish();
  31 |       } else if (hashchangeCalled && popstateCalled) {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/single-spa/spec/apis/event-listeners.spec.js,Conditional Test Logic,"{'line': 31, 'column': 13, 'index': 919}","  29 |         // https://developer.microsoft.com/en-us/microsoft-edge/platform/issues/3740423/
  30 |         cleanupAndFinish();
> 31 |       } else if (hashchangeCalled && popstateCalled) {
     |             ^ Conditional Test Logic
  32 |         // Wait for both hashchange and popstate events
  33 |         cleanupAndFinish();
  34 |       }"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/single-spa/spec/apis/event-listeners.spec.js,Conditional Test Logic,"{'line': 78, 'column': 6, 'index': 2357}","  76 |
  77 |     function checkTestComplete() {
> 78 |       if (isIE()) {
     |      ^ Conditional Test Logic
  79 |         // https://developer.microsoft.com/en-us/microsoft-edge/platform/issues/3740423/
  80 |         cleanupAndFinish(); // popstate isn't ever going to be called
  81 |       } else if (hashchangeCalled && popstateCalled) {"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/single-spa/spec/apis/event-listeners.spec.js,Conditional Test Logic,"{'line': 81, 'column': 13, 'index': 2543}","  79 |         // https://developer.microsoft.com/en-us/microsoft-edge/platform/issues/3740423/
  80 |         cleanupAndFinish(); // popstate isn't ever going to be called
> 81 |       } else if (hashchangeCalled && popstateCalled) {
     |             ^ Conditional Test Logic
  82 |         // Wait for both hashchange and popstate events
  83 |         cleanupAndFinish();
  84 |       }"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/single-spa/spec/apis/delayed-start-popstate.spec.js,Conditional Test Logic,"{'line': 7, 'column': 4, 'index': 162}","   5 |
   6 |   function popstateListener(evt) {
>  7 |     if (evt.singleSpa) {
     |    ^ Conditional Test Logic
   8 |       numPopstates++;
   9 |     }
  10 |   }"
/Users/gabriel.amaralmercos.com/Desktop/research-javascript-test-smells/repositories/single-spa/node-spec/nodejs.spec.js,Unknown Test,"{'column': 4, 'line': 39}","  37 |     });
  38 |
> 39 |     it(""doesn't die if you call singleSpa.start()"", () => {
     |    ^ Unknown Test
  40 |       singleSpa.start();
  41 |     });
  42 |   });"
